CustomerDetail,Comment,CommentClass,ProductID,Comment_en,CommentClass_en,labels,tokens,clean_comment
**** ****|25 Ağustos 2019|LAV satıcısından alındı.,Paketleme güzeldi tek tek sarılmıştı kırık çizik yoktu 👍 Uzun olan bardakların dip kısmı yamuk biraz entersan geldi 🤔 en kucuk boy olanlar magnolia v.b tatli yapmaya uygun görünüyor deniyeceğim 😄,['iyipaketleme'],28,Packaging was nice one by one hugged broken scratch there was no fracture scratches 👍 The bottom of the cups came a little trapezoid a little entersan 🤔 The most small -sized ones Magnolia etc.,['good -up'],['good -up'],"['packaging', 'nice', 'one', 'one', 'hugged', 'broken', 'scratch', 'fracture', 'scratch', 'bottom', 'cup', 'came', 'little', 'trapezoid', 'little', 'entersan', 'small', 'sized', 'one', 'magnolia', 'etc']",packaging nice one one hugged broken scratch fracture scratch bottom cup came little trapezoid little entersan small sized one magnolia etc
**** ****|2 Mart 2020|LAV satıcısından alındı.,"Küçük olan şerbet ya da kahve yanı için, orta boyu su bardağı olarak büyük olanlar da meşrubat bardağı olarak ideal bence çok beğendim. Paketlemesi de gayet iyiydi.",['iyipaketleme'],28,"For the small sherbet or coffee as well as the mid -sized cup of water, I think the ideal as the soft drink cup. The packaging was also fine.",['good -up'],['good -up'],"['small', 'sherbet', 'coffee', 'well', 'mid', 'sized', 'cup', 'water', 'think', 'ideal', 'soft', 'drink', 'cup', 'packaging', 'also', 'fine']",small sherbet coffee well mid sized cup water think ideal soft drink cup packaging also fine
**** ****|22 Haziran 2021|LAV satıcısından alındı.,Şık ürünler . Gayet kullanışlı sağlam geldi . Paketleme güzel.,"['iyipaketleme','sağlamgeldi']",28,Stylish products. It was quite useful. Packaging is nice.,"['good -up', 'firmly']","['good -up', 'firmly']","['stylish', 'product', 'quite', 'useful', 'packaging', 'nice']",stylish product quite useful packaging nice
**** ****|21 Haziran 2021|LAV satıcısından alındı.,İndirimdeyken almıltım ürün paketlemesi çok iyiydi,['iyipaketleme'],28,Almildım product packaging was very good when I was on a discount,['good -up'],['good -up'],"['almild', 'product', 'packaging', 'good', 'discount']",almild product packaging good discount
ş** h**|21 Haziran 2021|LAV satıcısından alındı.,cok saglam paketleme ile geldi cok begendim,['iyipaketleme'],28,"It came with very solid packaging, I like it very much",['good -up'],['good -up'],"['came', 'solid', 'packaging', 'like', 'much']",came solid packaging like much
Hazret akman-Elite Üye|20 Haziran 2021|LAV satıcısından alındı.,Çok güzeller çok beğendim ve kargo hem hızlı hemde çok güzel paketlenmiş geldi,"['iyipaketleme','hızlıteslimat']",28,"Very beautiful, I liked it very much and the cargo came both fast and very nicely packaged","['good -up', 'Speedeslimat']","['good -up', 'Speedeslimat']","['beautiful', 'liked', 'much', 'cargo', 'came', 'fast', 'nicely', 'packaged']",beautiful liked much cargo came fast nicely packaged
S** b**|19 Haziran 2021|LAV satıcısından alındı.,çeyiz için almıştım çok memnun kaldım çok iyi paketlenmiş,"['iyipaketleme','ürüngüzel']",28,"I bought it for dowry, I was very pleased.","['good -up', 'Product']","['good -up', 'Product']","['bought', 'dowry', 'pleased']",bought dowry pleased
MEHMET GÜVEN|19 Haziran 2021|LAV satıcısından alındı.,Fiyatına göre gayet güzel. Güzel paketleme teslimat çok hızlı teşekkürler,"['iyipaketleme','fiyatperformans','hızlıteslimat']",28,It is fine for its price. Nice packaging delivery very fast thanks,"['good -up', 'Priceperformance', 'Speedeslimat']","['good -up', 'Priceperformance', 'Speedeslimat']","['fine', 'price', 'nice', 'packaging', 'delivery', 'fast', 'thanks']",fine price nice packaging delivery fast thanks
**** ****|19 Haziran 2021|LAV satıcısından alındı.,Ürün çok güzel geldi paketlemesi de gayet iyiydi fiyatı da çok uygun,"['iyipaketleme','ürüngüzel','uygunfiyat']",28,The product came very well.,"['good -up', 'Product', 'convenience']","['good -up', 'Product', 'convenience']","['product', 'came', 'well']",product came well
Begüm ALKAN|18 Haziran 2021|LAV satıcısından alındı.,Çeyizim için aldım günlük kullanım için çok uygun paketlenmesi güzeldi,"['iyipaketleme','günlükkullanım']",28,"I bought it for my dowry, it was very suitable for daily use.","['good -up', 'Daily Office']","['good -up', 'Daily Office']","['bought', 'dowry', 'suitable', 'daily', 'use']",bought dowry suitable daily use
t** b**-Elite Üye|18 Haziran 2021|LAV satıcısından alındı.,"Elime hızlı ulaştı, paketlenmesi güzel. Ürün kullanışlı olacağa benziyor henüz kullanmadım.","['iyipaketleme','ürüngüzel','hızlıteslimat']",28,"It reached my hands fast, the packaging is nice. The product seems to be useful, I haven't used it yet.","['good -up', 'Product', 'Speedeslimat']","['good -up', 'Product', 'Speedeslimat']","['reached', 'hand', 'fast', 'packaging', 'nice', 'product', 'seems', 'useful', 'used', 'yet']",reached hand fast packaging nice product seems useful used yet
**** ****|18 Haziran 2021|LAV satıcısından alındı.,cok güzel paketlenmişti ve 2 günde teslim edildi çok memnun kaldim👍🏻👍🏻,"['iyipaketleme','ürüngüzel']",28,It was packaged very well and it was delivered in 2 days I was very satisfied.,"['good -up', 'Product']","['good -up', 'Product']","['packaged', 'well', 'delivered', 'day', 'satisfied']",packaged well delivered day satisfied
**** ****|17 Haziran 2021|LAV satıcısından alındı.,indirimde iken almıştım 2 takım çok güzeller. paketleme de çok iyi.,['iyipaketleme'],28,I bought two sets when I was on sale. Packaging is also very good.,['good -up'],['good -up'],"['bought', 'two', 'set', 'sale', 'packaging', 'also', 'good']",bought two set sale packaging also good
zeynep parlak|17 Haziran 2021|LAV satıcısından alındı.,kaliteli ve çok güzel bi ürün. paketlenmesi çok iyiydi,"['iyipaketleme','ürüngüzel','kaliteliürün']",28,A quality and very nice product. Package was very good,"['good -up', 'Product', 'your quality']","['good -up', 'Product', 'your quality']","['quality', 'nice', 'product', 'package', 'good']",quality nice product package good
**** ****|16 Haziran 2021|LAV satıcısından alındı.,güzel paketleme olmuş sağlam geldi teşekkürler,"['iyipaketleme','sağlamgeldi']",28,"It was a nice packaging, it came solid thanks","['good -up', 'firmly']","['good -up', 'firmly']","['nice', 'packaging', 'came', 'solid', 'thanks']",nice packaging came solid thanks
İ** B**|16 Haziran 2021|LAV satıcısından alındı.,Ürün hızlı kargolandı ve sağlam geldi. Paketleme özenliydi.,"['iyipaketleme','hızlıteslimat','sağlamgeldi']",28,The product was quickly shipped and came intact. The packaging was careful.,"['good -up', 'Speedeslimat', 'firmly']","['good -up', 'Speedeslimat', 'firmly']","['product', 'quickly', 'shipped', 'came', 'intact', 'packaging', 'careful']",product quickly shipped came intact packaging careful
H** E**|16 Haziran 2021|LAV satıcısından alındı.,Paketleme harika sağlam ve hızlı teslim 🙏 bardaklar yeterli büyüklükte ve günlük kullanıma uygun,"['iyipaketleme','hızlıteslimat']",28,Packaging is great solid and fast delivery 🙏 Cups are sufficiently large and suitable for daily use,"['good -up', 'Speedeslimat']","['good -up', 'Speedeslimat']","['packaging', 'great', 'solid', 'fast', 'delivery', 'cup', 'sufficiently', 'large', 'suitable', 'daily', 'use']",packaging great solid fast delivery cup sufficiently large suitable daily use
S** Ş**|16 Haziran 2021|LAV satıcısından alındı.,Ürün muhteşem kargo paketleme Harika tesekkur ederim,['iyipaketleme'],28,Product Gorgeous Cargo Packaging I thank you great,['good -up'],['good -up'],"['product', 'gorgeous', 'cargo', 'packaging', 'thank', 'great']",product gorgeous cargo packaging thank great
D** D**|16 Haziran 2021|LAV satıcısından alındı.,Saglam ve eksiksiz teslim aldim. Paketlemesi guzel. Kaliteli bir takim.,"['iyipaketleme','kaliteliürün']",28,I received solid and complete delivery. Package is nice. A quality team.,"['good -up', 'your quality']","['good -up', 'your quality']","['received', 'solid', 'complete', 'delivery', 'package', 'nice', 'quality', 'team']",received solid complete delivery package nice quality team
S** S** M**|16 Haziran 2021|LAV satıcısından alındı.,Kargo çok iyi paketlenmiş ve fiyat olarak çok çok iyi bir ürün ideal boyutlarda kullanıma uygun,"['iyipaketleme','ürüngüzel']",28,Cargo is very well packaged and a very very good product in terms of price is suitable for ideal sizes,"['good -up', 'Product']","['good -up', 'Product']","['cargo', 'well', 'packaged', 'good', 'product', 'term', 'price', 'suitable', 'ideal', 'size']",cargo well packaged good product term price suitable ideal size
S** Z**|16 Haziran 2021|LAV satıcısından alındı.,paketleme güzeldi indirimde aldım gayet iyi,['iyipaketleme'],28,"The packaging was nice, I got it on a discount, it's fine",['good -up'],['good -up'],"['packaging', 'nice', 'got', 'discount', 'fine']",packaging nice got discount fine
**** ****|16 Haziran 2021|LAV satıcısından alındı.,Çok beğenerek aldığım bir takım oldu eksiksiz ve hasarsız geldi iyi paketlenmiş,['iyipaketleme'],28,It was a team I bought very much and it came complete and without damage.,['good -up'],['good -up'],"['team', 'bought', 'much', 'came', 'complete', 'without', 'damage']",team bought much came complete without damage
Kayhan Akartuna|15 Haziran 2021|LAV satıcısından alındı.,"Paketleme güzel, ürün hızla geldi. Gayet Kaliteli","['iyipaketleme','ürüngüzel']",28,"Packaging is nice, the product came quickly. Very high quality","['good -up', 'Product']","['good -up', 'Product']","['packaging', 'nice', 'product', 'came', 'quickly', 'high', 'quality']",packaging nice product came quickly high quality
**** ****|15 Haziran 2021|LAV satıcısından alındı.,Cam oldukça ince yapıda olduğu gibi geliyor paketleme iyi,['iyipaketleme'],28,"The glass comes as it is quite thin, the packaging is good",['good -up'],['good -up'],"['glass', 'come', 'quite', 'thin', 'packaging', 'good']",glass come quite thin packaging good
Şerife Babacan|14 Haziran 2021|LAV satıcısından alındı.,"Kesinlikle çok güzel ürün, çok şık duruyor. Güzel paketlenmişti. Parasına göre gayet iyi 🤞","['iyipaketleme','ürüngüzel','şıkduruyor']",28,"Absolutely very nice product, it looks very stylish. It was well packaged. Fine for your money 🤞","['good -up', 'Product', 'makes it stylish']","['good -up', 'Product', 'makes it stylish']","['absolutely', 'nice', 'product', 'look', 'stylish', 'well', 'packaged', 'fine', 'money']",absolutely nice product look stylish well packaged fine money
**** ****|14 Haziran 2021|LAV satıcısından alındı.,göründüğü gibi geldi hızlı kargo paketleme süper,"['iyipaketleme','hızlıteslimat']",28,It came as it looks like fast shipping packaging is super,"['good -up', 'Speedeslimat']","['good -up', 'Speedeslimat']","['came', 'look', 'like', 'fast', 'shipping', 'packaging', 'super']",came look like fast shipping packaging super
b** g**|14 Haziran 2021|LAV satıcısından alındı.,Cok güzel paketleme zaten almıştım daha once almıştım zaten 12 li yapmak icin almıştım,['iyipaketleme'],28,Very nice packaging I already bought it before I already bought it to make 12,['good -up'],['good -up'],"['nice', 'packaging', 'already', 'bought', 'already', 'bought', 'make']",nice packaging already bought already bought make
B** D**|11 Haziran 2021|LAV satıcısından alındı.,Paketlemesi cok özenliydi. Sağlam geldi. Ceyiz icin aldım.,"['iyipaketleme','sağlamgeldi']",28,The packaging was very careful. It came solid. I bought it for giriş.,"['good -up', 'firmly']","['good -up', 'firmly']","['packaging', 'careful', 'came', 'solid', 'bought', 'giri']",packaging careful came solid bought giri
Y** B**|10 Haziran 2021|LAV satıcısından alındı.,mükemmelsiniz güzel paketleme harika set 🙏🏻,['iyipaketleme'],28,You are perfect beautiful packaging wonderful set 🙏🏻,['good -up'],['good -up'],"['perfect', 'beautiful', 'packaging', 'wonderful', 'set']",perfect beautiful packaging wonderful set
**** ****-Elite Üye|10 Haziran 2021,Gercekten özenle paketleme ve guzel bir takim,"['iyipaketleme','ürüngüzel']",28,Really carefully packaging and a nice team,"['good -up', 'Product']","['good -up', 'Product']","['really', 'carefully', 'packaging', 'nice', 'team']",really carefully packaging nice team
e** ş**|9 Haziran 2021|LAV satıcısından alındı.,hatalı ürünü hemen değiştirdiler özenle paketlenmis.,['iyipaketleme'],28,They changed the wrong product immediately.,['good -up'],['good -up'],"['changed', 'wrong', 'product', 'immediately']",changed wrong product immediately
E** D**|9 Haziran 2021|LAV satıcısından alındı.,"ürün çok güzel ve iyi paketlenmiş , çok beğendik","['iyipaketleme','ürüngüzel']",28,"The product is very nice and well packaged, we liked it very much","['good -up', 'Product']","['good -up', 'Product']","['product', 'nice', 'well', 'packaged', 'liked', 'much']",product nice well packaged liked much
İ** K**|8 Haziran 2021|LAV satıcısından alındı.,çok şık bardaklar tertemiz sapasağlam geldi kargolama paketleme harika ❤️,"['iyipaketleme','sağlamgeldi']",28,Very stylish cups have come to the immaculate sapasi shipping packaging is great ❤️,"['good -up', 'firmly']","['good -up', 'firmly']","['stylish', 'cup', 'come', 'immaculate', 'sapasi', 'shipping', 'packaging', 'great']",stylish cup come immaculate sapasi shipping packaging great
H** N** K**|8 Haziran 2021|LAV satıcısından alındı.,Hepsi mükemmel paketleme çok iyiydi hepsini çok beğendim boyutları gayet güzel,['iyipaketleme'],28,"They were all perfect packaging very good, I liked them all very much, their dimensions are fine",['good -up'],['good -up'],"['perfect', 'packaging', 'good', 'liked', 'much', 'dimension', 'fine']",perfect packaging good liked much dimension fine
ümüs demiryürek|8 Haziran 2021|LAV satıcısından alındı.,guzel paketleme yapılmış. üründe fiyatına göre guzeldi beğendim......,"['iyipaketleme','fiyatperformans']",28,Nice packaging made. I liked it nice according to the price in the product ......,"['good -up', 'Priceperformance']","['good -up', 'Priceperformance']","['nice', 'packaging', 'made', 'liked', 'nice', 'according', 'price', 'product']",nice packaging made liked nice according price product
C** E**-Elite Üye|7 Haziran 2021|LAV satıcısından alındı.,Cok güzel paketlemesi kalitesi de aynı şekilde,['iyipaketleme'],28,Very nice packaging quality in the same way,['good -up'],['good -up'],"['nice', 'packaging', 'quality', 'way']",nice packaging quality way
R** S**|6 Haziran 2021|LAV satıcısından alındı.,paketleme harika. fiyat süper. teslimat hızlı.,"['iyipaketleme','uygunfiyat','hızlıteslimat']",28,Packaging is great. The price is super. Delivery is fast.,"['good -up', 'convenience', 'Speedeslimat']","['good -up', 'convenience', 'Speedeslimat']","['packaging', 'great', 'price', 'super', 'delivery', 'fast']",packaging great price super delivery fast
K** Ş**|6 Haziran 2021|LAV satıcısından alındı.,"Çok memun kaldım, ürün paketleme çok iyi. İkinciyi sipariş ettim bile. :)",['iyipaketleme'],28,"I stayed so much, the product packaging is very good. I even ordered the second. :)",['good -up'],['good -up'],"['stayed', 'much', 'product', 'packaging', 'good', 'even', 'ordered', 'second']",stayed much product packaging good even ordered second
E** u**|5 Haziran 2021|LAV satıcısından alındı.,Tek kelime bayıldım kalitesi harika paketleme özenli teşekkürler 🙏🙏,['iyipaketleme'],28,"I love one word, the quality is great packaging attentive thanks 🙏🙏",['good -up'],['good -up'],"['love', 'one', 'word', 'quality', 'great', 'packaging', 'attentive', 'thanks']",love one word quality great packaging attentive thanks
**** ****|5 Haziran 2021|LAV satıcısından alındı.,Çok güzel iyiki almışım çeyizim için almıştım paketleme özenliydi,['iyipaketleme'],28,"Very nice, I bought it for my dowry, the packaging was careful",['good -up'],['good -up'],"['nice', 'bought', 'dowry', 'packaging', 'careful']",nice bought dowry packaging careful
S** A**|5 Haziran 2021|LAV satıcısından alındı.,Çok iyi geldi bir kaç tane daha istettik sağlam paketleme kırık yok,['iyipaketleme'],28,"It was very good, we wanted a few more, no fracture fracture",['good -up'],['good -up'],"['good', 'wanted', 'fracture', 'fracture']",good wanted fracture fracture
E** G**|5 Haziran 2021|LAV satıcısından alındı.,kendim günlük kullanım için aldım güzel paketlenmiş ve kullanışlı,"['iyipaketleme','günlükkullanım']",28,I bought it for daily use myself beautifully packaged and useful,"['good -up', 'Daily Office']","['good -up', 'Daily Office']","['bought', 'daily', 'use', 'beautifully', 'packaged', 'useful']",bought daily use beautifully packaged useful
D** Ö**|4 Haziran 2021|LAV satıcısından alındı.,paketleme harika ve fiyat performansına göre şık ve kullanışlı bir ürün,"['iyipaketleme','uygunfiyat']",28,Packaging is great and stylish and convenient for price performance,"['good -up', 'convenience']","['good -up', 'convenience']","['packaging', 'great', 'stylish', 'convenient', 'price', 'performance']",packaging great stylish convenient price performance
